ip,ident,auth_user,timestamp,method,path,protocol,status,bytes,referer,user_agent
192.0.2.119,-,-,2025-11-10T09:31:07Z,GET,/docs/getting-started,HTTP/2.0,200,30282,https://www.example.org/links,sample-http-client/1.14.2
198.51.100.44,-,wendell.fairbourne,2025-11-10T09:33:49Z,GET,/api/v1/orders/4821,HTTP/1.1,201,3657,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.166,-,-,2025-11-10T09:33:55Z,GET,/assets/hero.webp,HTTP/2.0,200,36155,https://www.example.com/blog/field-guide-to-fixtures,sample-http-client/1.14.2
198.51.100.123,-,-,2025-11-10T09:35:24Z,GET,/docs/getting-started,HTTP/2.0,200,45697,https://blog.example.net/tools,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.193,-,-,2025-11-10T09:37:52Z,HEAD,/assets/app.js,HTTP/1.1,200,0,https://www.example.com/sitemap.xml,uptime-probe/3.0
203.0.113.14,-,caspian.eriksen,2025-11-10T09:39:39Z,GET,/api/v1/sessions,HTTP/2.0,200,6746,-,uptime-probe/3.0
192.0.2.114,-,-,2025-11-10T09:42:09Z,GET,/assets/app.css,HTTP/1.1,200,58852,https://www.example.com/robots.txt,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.126,-,-,2025-11-10T09:43:52Z,GET,/assets/fonts/inter.woff2,HTTP/2.0,200,74782,https://www.example.com/cart,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.150,-,-,2025-11-10T09:46:33Z,GET,/robots.txt,HTTP/2.0,304,0,https://www.example.com/docs/api,sample-http-client/1.14.2
198.51.100.185,-,-,2025-11-10T09:47:37Z,GET,/docs/api,HTTP/2.0,404,443,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.159,-,-,2025-11-10T09:50:22Z,GET,/assets/app.css,HTTP/1.1,200,41650,https://www.example.com/pricing,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
198.51.100.119,-,-,2025-11-10T09:53:31Z,GET,/favicon.ico,HTTP/1.1,200,80132,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.204,-,-,2025-11-10T09:55:00Z,GET,/index.html,HTTP/1.1,200,19414,https://www.example.com/pricing,uptime-probe/3.0
198.51.100.79,-,-,2025-11-10T09:58:24Z,GET,/account/settings,HTTP/1.1,401,798,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.1,-,-,2025-11-10T09:58:55Z,GET,/assets/vendor.js,HTTP/2.0,200,52211,https://www.example.com/index.html,FixtureCrawler/0.8
192.0.2.181,-,-,2025-11-10T10:02:06Z,GET,/logout,HTTP/1.1,200,9888,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.204,-,-,2025-11-10T10:02:13Z,GET,/assets/app.js,HTTP/2.0,200,73061,https://www.example.com/index.html,FixtureCrawler/0.8
203.0.113.7,-,percival.nordstrom,2025-11-10T10:03:07Z,DELETE,/api/v1/health,HTTP/1.1,200,4997,-,uptime-probe/3.0
192.0.2.178,-,-,2025-11-10T10:04:40Z,GET,/cart,HTTP/2.0,200,28401,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.179,-,-,2025-11-10T10:06:17Z,GET,/about,HTTP/1.1,200,5090,https://www.example.com/,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.105,-,-,2025-11-10T10:07:27Z,GET,/cart,HTTP/1.1,200,32285,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.146,-,-,2025-11-10T10:10:17Z,GET,/api/v1/products,HTTP/1.1,200,11004,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.124,-,-,2025-11-10T10:11:41Z,GET,/favicon.ico,HTTP/1.1,200,16072,-,uptime-probe/3.0
192.0.2.12,-,-,2025-11-10T10:11:50Z,GET,/pricing,HTTP/1.1,404,400,https://www.example.com/docs/api,FixtureCrawler/0.8
203.0.113.40,-,-,2025-11-10T10:15:04Z,HEAD,/docs/getting-started,HTTP/2.0,302,0,https://www.example.com/,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
203.0.113.150,-,-,2025-11-10T10:18:20Z,GET,/api/v1/products/search,HTTP/2.0,200,4547,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.251,-,-,2025-11-10T10:21:13Z,GET,/blog/field-guide-to-fixtures,HTTP/2.0,200,24028,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.26,-,-,2025-11-10T10:22:27Z,DELETE,/api/v1/products/search,HTTP/1.1,200,3090,-,sample-http-client/1.14.2
192.0.2.52,-,-,2025-11-10T10:24:16Z,GET,/assets/vendor.js,HTTP/1.1,200,50292,https://www.example.com/docs/api,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.113,-,-,2025-11-10T10:24:58Z,HEAD,/docs/api,HTTP/1.1,200,0,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.210,-,-,2025-11-10T10:28:21Z,GET,/favicon.ico,HTTP/1.1,200,48270,https://www.example.com/index.html,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.136,-,-,2025-11-10T10:31:33Z,GET,/assets/app.css,HTTP/2.0,200,12538,https://www.example.com/about,sample-http-client/1.14.2
198.51.100.5,-,-,2025-11-10T10:32:08Z,GET,/,HTTP/2.0,200,6054,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.247,-,-,2025-11-10T10:33:10Z,GET,/assets/app.css,HTTP/1.1,200,20776,https://www.example.com/robots.txt,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
203.0.113.224,-,jarek.prendergast,2025-11-10T10:33:46Z,GET,/api/v1/users,HTTP/2.0,200,10726,https://www.example.com/cart,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.5,-,-,2025-11-10T10:34:36Z,HEAD,/docs/api,HTTP/1.1,200,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.146,-,-,2025-11-10T10:35:20Z,GET,/api/v1/sessions,HTTP/1.1,200,9447,-,FixtureCrawler/0.8
192.0.2.124,-,-,2025-11-10T10:38:07Z,HEAD,/assets/app.css,HTTP/1.1,200,0,https://www.example.com/cart,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
203.0.113.62,-,-,2025-11-10T10:39:39Z,GET,/docs/api,HTTP/2.0,200,25921,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.118,-,rosalind.abernathy,2025-11-10T10:41:10Z,GET,/api/v1/orders/4821,HTTP/1.1,200,12441,-,uptime-probe/3.0
198.51.100.51,-,-,2025-11-10T10:43:32Z,GET,/,HTTP/2.0,200,16643,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.62,-,-,2025-11-10T10:46:49Z,GET,/blog/field-guide-to-fixtures,HTTP/1.1,200,28962,https://www.example.com/pricing,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.181,-,alastair.jarrow,2025-11-10T10:48:42Z,GET,/account/settings,HTTP/2.0,302,304,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.250,-,-,2025-11-10T10:49:27Z,PUT,/api/v1/products,HTTP/1.1,201,10313,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.11,-,-,2025-11-10T10:51:05Z,GET,/api/v1/sessions,HTTP/1.1,201,13062,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.47,-,-,2025-11-10T10:52:20Z,GET,/docs/api,HTTP/1.1,200,18683,https://www.example.org/links,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.54,-,-,2025-11-10T10:55:04Z,GET,/assets/vendor.js,HTTP/1.1,200,80955,https://www.example.com/blog/release-notes,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.171,-,xiomara.fairbourne,2025-11-10T10:57:22Z,GET,/api/v1/orders,HTTP/2.0,400,959,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.242,-,-,2025-11-10T10:58:25Z,GET,/assets/logo.svg,HTTP/2.0,304,0,https://www.example.com/pricing,uptime-probe/3.0
198.51.100.204,-,peregrine.kowalczyk,2025-11-10T10:59:10Z,POST,/api/v1/users,HTTP/1.1,201,13129,-,FixtureCrawler/0.8
203.0.113.210,-,-,2025-11-10T11:01:03Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,83805,https://www.example.com/docs/api,FixtureCrawler/0.8
192.0.2.5,-,-,2025-11-10T11:04:16Z,GET,/assets/vendor.js,HTTP/1.1,404,724,https://www.example.com/cart,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.24,-,-,2025-11-10T11:04:22Z,GET,/cart,HTTP/1.1,200,31825,https://www.example.com/,FixtureCrawler/0.8
198.51.100.168,-,malachi.quillfeather,2025-11-10T11:06:16Z,POST,/api/v1/products,HTTP/2.0,200,11331,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.249,-,-,2025-11-10T11:08:17Z,GET,/assets/fonts/inter.woff2,HTTP/2.0,200,51501,https://www.example.com/robots.txt,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
198.51.100.34,-,-,2025-11-10T11:09:37Z,GET,/checkout,HTTP/1.1,200,11945,-,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.113,-,-,2025-11-10T11:10:47Z,GET,/cart,HTTP/2.0,302,190,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
192.0.2.175,-,-,2025-11-10T11:13:46Z,GET,/sitemap.xml,HTTP/1.1,200,13409,https://www.example.com/,FixtureCrawler/0.8
192.0.2.148,-,-,2025-11-10T11:13:57Z,GET,/api/v1/orders,HTTP/2.0,200,4883,-,uptime-probe/3.0
198.51.100.19,-,-,2025-11-10T11:15:39Z,GET,/,HTTP/1.1,200,8815,https://www.example.org/links,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.198,-,-,2025-11-10T11:18:18Z,GET,/api/v1/orders,HTTP/2.0,200,1286,-,uptime-probe/3.0
203.0.113.18,-,-,2025-11-10T11:19:39Z,GET,/robots.txt,HTTP/1.1,200,14264,https://blog.example.net/tools,uptime-probe/3.0
198.51.100.2,-,-,2025-11-10T11:21:39Z,GET,/blog/release-notes,HTTP/2.0,404,707,https://www.example.com/pricing,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.115,-,-,2025-11-10T11:23:16Z,GET,/assets/app.js,HTTP/2.0,200,31454,https://www.example.com/blog/release-notes,uptime-probe/3.0
198.51.100.59,-,-,2025-11-10T11:25:30Z,GET,/favicon.ico,HTTP/2.0,200,84243,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.65,-,-,2025-11-10T11:28:58Z,GET,/assets/logo.svg,HTTP/1.1,200,44542,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.48,-,-,2025-11-10T11:32:37Z,GET,/sitemap.xml,HTTP/1.1,200,19514,https://www.example.com/,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.199,-,-,2025-11-10T11:35:00Z,GET,/blog/release-notes,HTTP/1.1,200,27738,https://www.example.org/links,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.100,-,-,2025-11-10T11:35:11Z,GET,/assets/vendor.js,HTTP/2.0,200,72899,https://www.example.com/docs/getting-started,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.45,-,-,2025-11-10T11:36:41Z,GET,/assets/app.css,HTTP/2.0,200,47629,https://www.example.com/docs/getting-started,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.133,-,-,2025-11-10T11:37:21Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,70635,-,sample-http-client/1.14.2
192.0.2.55,-,-,2025-11-10T11:40:54Z,GET,/assets/vendor.js,HTTP/2.0,200,41559,https://www.example.com/index.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.144,-,-,2025-11-10T11:41:20Z,GET,/api/v1/sessions,HTTP/1.1,401,385,https://www.example.com/cart,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.189,-,-,2025-11-10T11:44:28Z,POST,/account/settings,HTTP/2.0,302,182,https://www.example.com/cart,sample-http-client/1.14.2
192.0.2.189,-,-,2025-11-10T11:44:53Z,GET,/api/v1/health,HTTP/1.1,200,264,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.33,-,ulric.zabala,2025-11-10T11:47:36Z,POST,/logout,HTTP/2.0,302,231,https://www.example.com/cart,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.195,-,-,2025-11-10T11:49:01Z,GET,/assets/vendor.js,HTTP/1.1,404,529,https://www.example.com/cart,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.187,-,linnea.bergstrom,2025-11-10T11:49:47Z,GET,/api/v1/products/search,HTTP/1.1,200,9474,-,sample-http-client/1.14.2
203.0.113.96,-,-,2025-11-10T11:50:08Z,GET,/assets/vendor.js,HTTP/1.1,200,65170,https://www.example.com/pricing,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.121,-,-,2025-11-10T11:52:00Z,GET,/favicon.ico,HTTP/1.1,200,66200,-,sample-http-client/1.14.2
198.51.100.81,-,-,2025-11-10T11:55:31Z,GET,/assets/app.css,HTTP/2.0,200,8152,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.103,-,-,2025-11-10T11:56:39Z,GET,/cart,HTTP/1.1,200,11314,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.136,-,imogen.rasmussen,2025-11-10T11:58:36Z,POST,/api/v1/orders/4821,HTTP/2.0,200,933,-,FixtureCrawler/0.8
203.0.113.150,-,-,2025-11-10T12:00:29Z,GET,/,HTTP/2.0,304,0,https://www.example.com/docs/api,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
198.51.100.77,-,-,2025-11-10T12:03:52Z,GET,/cart,HTTP/2.0,200,21026,https://www.example.com/docs/api,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
